story_id,image_data,name_data
1331,https://static2.tinkoff.ru/portfolio/stories/icons/gde-sniat_icon_24-07_zahod.png,Где снять валюту
539,https://static2.tinkoff.ru/portfolio/stories/images/podkasti_26-03_zahod.jpg,Подкасты на русском
543,https://static2.tinkoff.ru/portfolio/stories/images/perevod_zahod_28-03.jpg,Перевод по номеру телефона
663,https://static2.tinkoff.ru/portfolio/stories/images/mfc_16-04_zahod.jpg,Справки в МФЦ
701,https://static2.tinkoff.ru/portfolio/stories/images/akciya_zp_20-04_zahod.jpg,Зарплата на Tinkoff Black
540,https://static2.tinkoff.ru/portfolio/stories/images/Iphone_avito_23-03_zahod.jpg,Как продать Айфон
710,https://static2.tinkoff.ru/portfolio/stories/images/culinaryon2404_cover.jpg,Научиться готовить: 5 блюд
644,https://static2.tinkoff.ru/portfolio/stories/images/perevod_ne_dohod_12-04_zahod1.jpg,Налог с перевода
595,https://static2.tinkoff.ru/portfolio/stories/images/ugnali_05-04_zahod.jpg,Мою машину угнали
655,https://static2.tinkoff.ru/portfolio/stories/images/virtual_dopcard.jpg,Карта для онлайн-платежей
544,https://static2.tinkoff.ru/portfolio/stories/images/perevod_zahod_28-03.jpg,Перевод по номеру телефона
687,https://static2.tinkoff.ru/portfolio/stories/images/kniga_weekand_2004.jpg,Что читать на выходных
914,https://static2.tinkoff.ru/portfolio/stories/images/esquire1.jpg,Фестиваль Esquire Weekend 
551,https://static2.tinkoff.ru/portfolio/stories/images/osago_28-03_zahod.jpg,ОСАГО не выходя из дома
627,https://static2.tinkoff.ru/portfolio/stories/images/vor_10-04_zahod.jpg,Легко ли вас ограбить
703,https://static2.tinkoff.ru/portfolio/stories/images/akciya_zp_20-04_zahod.jpg,Зарплата на Tinkoff Black
732,https://static2.tinkoff.ru/portfolio/stories/images/732_cookie.png,Сосед с дрелью
672,https://static2.tinkoff.ru/portfolio/stories/images/valuta_16-04_zahod.jpg,Как менять валюту
657,https://static2.tinkoff.ru/portfolio/stories/images/657_cookie.png,Перевод идет долго
695,https://static2.tinkoff.ru/portfolio/stories/images/photo_wed_1.jpg,Профессия: свадебный фотограф
613,https://static2.tinkoff.ru/portfolio/stories/images/online_doctor_zahod.jpg,Онлайн-медицина
788,https://static2.tinkoff.ru/portfolio/stories/images/zahod_dostavka.jpg,Сервисы доставки еды
771,https://static2.tinkoff.ru/portfolio/stories/images/771_cookie.png,Чужая карта
1482,https://static2.tinkoff.ru/portfolio/stories/images/car-tech1_02.jpg,Гаджеты для авто
483,https://static2.tinkoff.ru/portfolio/stories/images/popolni-kartu-s-karty.jpg,Пополнение в один клик
596,https://static2.tinkoff.ru/portfolio/stories/images/akcii_2017_05-04_zahod.png,Лучшие акции – 2017
145,https://static2.tinkoff.ru/portfolio/stories/icons/pin.png,Изменить пин-код
1023,https://static2.tinkoff.ru/portfolio/stories/images/horror1006_0.jpg,Лучшие хорроры
794,https://static2.tinkoff.ru/portfolio/stories/images/podpiski_07-05_zahod.jpg,Платные подписки
699,https://static2.tinkoff.ru/portfolio/stories/images/akciya_zp_20-04_zahod.jpg,Зарплата на Tinkoff Black
734,https://static2.tinkoff.ru/portfolio/stories/images/berlin1.jpg,Как у них: Берлин
948,https://static2.tinkoff.ru/portfolio/stories/images/bonus_bvkl_29-05_zahod.jpg,Новые условия по вкладам
874,https://static2.tinkoff.ru/portfolio/stories/images/qwest1.jpg,Франшиза: квесты
886,https://static2.tinkoff.ru/portfolio/stories/images/alorsa_21-05_1.jpg,Дивиденды «Алросы»
1046,https://static2.tinkoff.ru/portfolio/stories/images/heroes4m1.jpg,Главные фавориты ЧМ
1162,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
995,https://static2.tinkoff.ru/portfolio/stories/images/chd_nalogi-birzha_pechenka.png,Налоги на бирже
1451,https://static2.tinkoff.ru/portfolio/stories/images/places1_01.jpg,Успеть до конца лета
150,https://static2.tinkoff.ru/portfolio/stories/icons/regular_icon_17-07_zahod.png,Регулярный платеж 
779,https://static2.tinkoff.ru/portfolio/stories/images/779_cookie.png,Снять много наличных
137,https://static2.tinkoff.ru/portfolio/stories/icons/on_pincod.png,Блокировка карты
147,https://static2.tinkoff.ru/portfolio/stories/icons/autoplata_icon_22-06_zahod.png,Подключить подписки
915,https://static2.tinkoff.ru/portfolio/stories/images/kreditka_zahod_21-05.jpg,Опасная кредитка
1090,https://static2.tinkoff.ru/portfolio/stories/images/parishak1.jpg,Париж: лайфхаки
1114,https://static2.tinkoff.ru/portfolio/stories/images/1113/tinkoff_mobile_07-06_zahod.jpg,В отпуск с Тинькофф Мобайлом
875,https://static2.tinkoff.ru/portfolio/stories/images/vozvrat_17-05-zahod.jpg,Как вернуть покупку
829,https://static2.tinkoff.ru/portfolio/stories/images/TaxFree1.jpg,Такс-фри в Европе
1033,https://static2.tinkoff.ru/portfolio/stories/images/swimsuit2018_1.jpg,Купальники на лето
1133,https://static2.tinkoff.ru/portfolio/stories/images/ivest_tesla_26-06_11.jpg,«Тесла» сокращает сотрудников
987,https://static2.tinkoff.ru/portfolio/stories/images/ordinary1.jpg,Что купить у The Ordinary
859,https://static2.tinkoff.ru/portfolio/stories/images/creditka-zahod_15-05.jpg,Кредитка на 10% дешевле
977,https://static2.tinkoff.ru/portfolio/stories/images/chd_proc_pechenka.png,Банк снижает процент
952,https://static2.tinkoff.ru/portfolio/stories/images/pg1.jpg,Парк Горького летом
1116,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
908,https://static2.tinkoff.ru/portfolio/stories/images/verevki1.jpg,Веревочные парки Петербурга
954,https://static2.tinkoff.ru/portfolio/stories/images/barcelona1.jpg,Как у них: Барселона
919,https://static2.tinkoff.ru/portfolio/stories/images/eco_24-05_zahod.jpg,Как экономить на упаковке
1037,https://static2.tinkoff.ru/portfolio/stories/images/amperka1.jpg,Бизнес: магазин электроники
920,https://static2.tinkoff.ru/portfolio/stories/images/rushotel1.jpg,Вместо дачи
892,https://static2.tinkoff.ru/portfolio/stories/images/sd_pristav_21-05_zahod.jpg,Проверьте себя
833,https://static2.tinkoff.ru/portfolio/stories/images/pinzeria1505.jpg,Где есть пинцу
1020,https://static2.tinkoff.ru/portfolio/stories/images/summerfood2018_1.jpg,Сезонные продукты
1029,https://static2.tinkoff.ru/portfolio/stories/images/nakop_07-06_zahod.jpg,Как накопить на старость
999,https://static2.tinkoff.ru/portfolio/stories/images/kniga_racional_04-06_oblozhka.png,Верные решения: 5 книг
804,https://static2.tinkoff.ru/portfolio/stories/images/kasko_07-05_zahod.jpg,Зачем вам каско
938,https://static2.tinkoff.ru/portfolio/stories/images/chd_kurenie_pechenka.png,Соседи курят
909,https://static2.tinkoff.ru/portfolio/stories/images/PMEF_BgrPch.png,
1093,https://static2.tinkoff.ru/portfolio/stories/images/zahod_kino210618.jpg,Что смотреть в кино
135,https://static2.tinkoff.ru/portfolio/stories/icons/nakop-schet_icon_zahod.png,Открыть целевой счет
144,https://static2.tinkoff.ru/portfolio/stories/images/spravka_cover.jpg,Справка из банка
153,https://static2.tinkoff.ru/portfolio/stories/icons/nakop-schet_icon_zahod.png,Открыть целевой счет
991,https://static2.tinkoff.ru/portfolio/stories/images/summer2018_art1.jpg,Летние выставки в Москве
1038,https://static2.tinkoff.ru/portfolio/stories/images/etiket1.jpg,Cпектакль для двоих
1000,https://static2.tinkoff.ru/portfolio/stories/images/start_05-06_zahod1.jpg,Новинки российского кино
1370,https://static2.tinkoff.ru/portfolio/stories/images/zaemshik-ipoteka_24-07_1.jpg,Идеальный заемщик по ипотеке
835,https://static2.tinkoff.ru/portfolio/stories/images/835_cookie.png,Вычет за квартиру
910,https://static2.tinkoff.ru/portfolio/stories/images/exkurs2.jpg,Профессия: экскурсовод
1030,https://static2.tinkoff.ru/portfolio/stories/images/kidsfashionss18_1.jpg,Детская одежда из России
894,https://static2.tinkoff.ru/portfolio/stories/images/spb_rest0.jpg,Лучшие кафе и рестораны Петербурга
980,https://static2.tinkoff.ru/portfolio/stories/images/npf_04-06_zahod.jpg,Как получать большую пенсию
1079,https://static2.tinkoff.ru/portfolio/stories/images/uniform_4m1.jpg,Форма сборных ЧМ
1096,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
1153,https://static2.tinkoff.ru/portfolio/stories/images/portfel-football_28-06_1.jpg,Вложиться в футбол
1157,https://static2.tinkoff.ru/portfolio/stories/images/summerfests3006-6.jpg,Главные фестивали лета
1262,https://static2.tinkoff.ru/portfolio/stories/images/wienart1307-1.jpg,Музеи Вены   
1401,https://static2.tinkoff.ru/portfolio/stories/images/mus-070818-Zahod.jpg,Концерты: от Хаски до Uma2rman
1289,https://static2.tinkoff.ru/portfolio/stories/images/bbq1807-1.jpg,5 идей для барбекю
1144,https://static2.tinkoff.ru/portfolio/stories/images/gamer_26-06_11.jpg,Вложиться в игры
1169,https://static2.tinkoff.ru/portfolio/stories/images/yaplaylist1.jpg,7 популярных плей-листов
354,https://static2.tinkoff.ru/portfolio/stories/images/alishka_cover.jpg,Гаджеты с AliExpress 
409,https://static2.tinkoff.ru/portfolio/stories/images/ali_1.jpg,Осторожнее на AliExpress
1155,https://static2.tinkoff.ru/portfolio/stories/images/evakuator207-0.jpg,Ваш автомобиль эвакуируют 
599,https://static2.tinkoff.ru/portfolio/stories/images/neobichnie_vidi_sporta_02-04_zahod.jpg,Необычные виды спорта
1062,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
1296,https://static2.tinkoff.ru/portfolio/stories/images/poezdka-mnth_1.jpg,Месяц до поездки
981,https://static2.tinkoff.ru/portfolio/stories/images/sd_pochta_04-06_zahod.jpg,Проверьте себя
1012,https://static2.tinkoff.ru/portfolio/stories/images/sd_file_07-06_zahod.jpg,Проверьте себя
1301,https://static2.tinkoff.ru/portfolio/stories/images/1301/1.jpg,День до поездки
1422,https://static2.tinkoff.ru/portfolio/stories/images/lisboa1.jpg,Лиссабон за 24 часа
1452,https://static2.tinkoff.ru/portfolio/stories/images/places1_02.jpg,Успеть до конца лета
155,https://static2.tinkoff.ru/portfolio/stories/icons/incognito.png,Режим инкогнито
1208,https://static2.tinkoff.ru/portfolio/stories/images/nashestvie_05-07_1.jpg,Наше Нашествие
1266,https://static2.tinkoff.ru/portfolio/stories/images/wiencafe1.jpg,Кофейная культура Вены 
1240,https://static2.tinkoff.ru/portfolio/stories/images/korean1107-0_1.jpg,Корейские фильмы
1276,https://static2.tinkoff.ru/portfolio/stories/images/1276/1.jpg,Что смотреть на Netflix
239,https://static2.tinkoff.ru/portfolio/stories/images/229_cover.jpg,Получить дом бесплатно
265,https://static2.tinkoff.ru/portfolio/stories/icons/komunalka_icon.png,Счета за коммуналку
1436,https://static2.tinkoff.ru/portfolio/stories/images/watermelon1308-1.jpg,Как выбрать арбуз
216,https://static2.tinkoff.ru/portfolio/stories/icons/troika_icon_20-07_zahod.png,Пополнить «Тройку»
1248,https://static2.tinkoff.ru/portfolio/stories/images/1248-1.jpg,На кого учиться?
1252,https://static2.tinkoff.ru/portfolio/stories/images/boxnike_1.jpg,Спорт в парке Горького
1285,https://static2.tinkoff.ru/portfolio/stories/images/1285/chd_crediti_pechenka.png,Ремонт в кредит
1446,https://static2.tinkoff.ru/portfolio/stories/images/krug1-magic_02.jpg,Стильные надувные круги
1267,https://static2.tinkoff.ru/portfolio/stories/images/wientogo1.jpg,Вена для местных   
1292,https://static2.tinkoff.ru/portfolio/stories/images/chd_vozvrat-deneg_pechenka.png,Вернуть билеты
1425,https://static2.tinkoff.ru/portfolio/stories/images/lisboa-food1.jpg,Лучшие кафе Лиссабона
129,https://static2.tinkoff.ru/portfolio/stories/icons/autoplata_icon_22-06_zahod.png,Подключить подписки
300,https://static2.tinkoff.ru/portfolio/stories/images/etf.png,Инвестиции для осторожных
228,https://static2.tinkoff.ru/portfolio/stories/icons/autoplata_icon_22-06_zahod.png,Автооплата штрафов
1347,https://static2.tinkoff.ru/portfolio/stories/images/zar3007-1.jpg,Зарядье летом
576,https://static2.tinkoff.ru/portfolio/stories/images/ipoteka_20-03_1.jpg,Новинки Тинькофф Ипотеки
313,https://static2.tinkoff.ru/portfolio/stories/icons/percent.png,Перевести кредит
600,https://static2.tinkoff.ru/portfolio/stories/images/decorator00.jpg,Профессии: декоратор
373,https://static2.tinkoff.ru/portfolio/stories/images/c2c_cover.jpg,Переводы без комиссии
1348,https://static2.tinkoff.ru/portfolio/stories/images/pool2707-1.jpg,Открытые бассейны 
1040,https://static2.tinkoff.ru/portfolio/stories/images/sing1606_1.jpg,Как у них: Сингапур
1063,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
1081,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
1556,https://static2.tinkoff.ru/portfolio/stories/images/1555/run.jpg,Онлайн-забег
183,https://static2.tinkoff.ru/portfolio/stories/icons/vklad_icon_13-06_zahod_.png,Как открыть вклад
138,https://static2.tinkoff.ru/portfolio/stories/icons/incognito.png,Режим инкогнито
169,https://static2.tinkoff.ru/portfolio/stories/images/182_cover.jpg,Кофемашины для дома
1397,https://static2.tinkoff.ru/portfolio/stories/images/ETF_gold_k_1.jpg,Вложиться в золото
1519,https://static2.tinkoff.ru/portfolio/stories/images/1519/dota11.jpg,25 млн $ за Доту
399,https://static2.tinkoff.ru/portfolio/stories/images/girl_and_bag_transfer2703.jpg,Перелеты и трансфер
1098,https://static2.tinkoff.ru/portfolio/stories/images/black-edition-dbt_09-06_1.jpg,Повысьте статус карты
1112,https://static2.tinkoff.ru/portfolio/stories/images/sd_svet_21-06_1.jpg,Проверьте себя
1159,https://static2.tinkoff.ru/portfolio/stories/images/disabled_help_1.png,Чем полезен онлайн-банк
1142,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
1148,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
1254,https://static2.tinkoff.ru/portfolio/stories/icons/qr-cod-sobrtat_11_07_icon-zahod.png,Переводы по QR-коду
1172,https://static2.tinkoff.ru/portfolio/stories/icons/podderjka_icon_29-06_zahod.png,Связь с банком
136,https://static2.tinkoff.ru/portfolio/stories/icons/vklad_icon_13-06_zahod_.png,Как открыть вклад
123,https://static2.tinkoff.ru/portfolio/stories/images/277_cover.jpg,Тинькофф Истории
171,https://static2.tinkoff.ru/portfolio/stories/images/319_cover.jpg,Мошенники в сфере ЖКХ
175,https://static2.tinkoff.ru/portfolio/stories/images/302_cover.jpg,Книги для творчества
152,https://static2.tinkoff.ru/portfolio/stories/icons/komunalka_icon.png,Оплатить ЖКХ
1532,https://static2.tinkoff.ru/portfolio/stories/images/1532/cookie.png,Как дела у Dropbox
247,https://static2.tinkoff.ru/portfolio/stories/images/133_cover.jpg,Как разбогатеть
132,https://static2.tinkoff.ru/portfolio/stories/icons/regular_icon_17-07_zahod.png,Регулярный платеж 
259,https://static2.tinkoff.ru/portfolio/stories/icons/valuta_icon.png,Валютные переводы
1431,https://static2.tinkoff.ru/portfolio/stories/images/detect1208-1.jpg,Триллеры-детективы
1545,https://static2.tinkoff.ru/portfolio/stories/images/1545/thai1.jpg,Как у них: Таиланд
302,https://static2.tinkoff.ru/portfolio/stories/images/nalog11.png,Вычет за лечение
206,https://static2.tinkoff.ru/portfolio/stories/images/overdraft_14-05_zahod.jpg,Что такое овердрафт
230,https://static2.tinkoff.ru/portfolio/stories/icons/autoplata_icon_22-06_zahod.png,Автооплата штрафов
296,https://static2.tinkoff.ru/portfolio/stories/images/1-zvonok-tap1.png,Связь с банком
1328,https://static2.tinkoff.ru/portfolio/stories/images/1328/1.jpg,Рэп: новинки недели 
1099,https://static2.tinkoff.ru/portfolio/stories/images/black-edition-dbt_09-06_1.jpg,Повысьте статус карты
1521,https://static2.tinkoff.ru/portfolio/stories/images/1521/wp1.jpg,Оборудовать рабочее место
291,https://static2.tinkoff.ru/portfolio/stories/images/345_cover.jpg,5 необычных квестов 
303,https://static2.tinkoff.ru/portfolio/stories/images/131_cover.jpg,Сколько копить на квартиру
380,https://static2.tinkoff.ru/portfolio/stories/images/museum_cover.jpg,Необычные музеи
442,https://static2.tinkoff.ru/portfolio/stories/images/coffee-friends.jpg,Разделить счет
419,https://static2.tinkoff.ru/portfolio/stories/images/new_york1.jpg,Дорогие города
580,https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_zahod.jpg,Как читать договор
1523,https://static2.tinkoff.ru/portfolio/stories/images/1523/bag1.jpg,Рюкзаки для школы
240,https://static2.tinkoff.ru/portfolio/stories/images/324_cover.jpg,Разделить счет с друзьями
460,https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_11_mini.jpg,Интерактивные музеи
507,https://static2.tinkoff.ru/portfolio/stories/images/zahod_run_apps.jpg,Приложения для бега
1225,https://static2.tinkoff.ru/portfolio/stories/images/chd_skandoc_pechenka.png,Скан договора
798,https://static2.tinkoff.ru/portfolio/stories/images/798_cookie.png,Накопился отпуск
1255,https://static2.tinkoff.ru/portfolio/stories/icons/qr-cod-sobrtat_11_07_icon-zahod.png,Переводы по QR-коду
1555,https://static2.tinkoff.ru/portfolio/stories/images/1555/run1.jpg,Онлайн-забег
449,https://static2.tinkoff.ru/portfolio/stories/images/bankomat_1.png,Банкоматы Тинькофф
368,https://static2.tinkoff.ru/portfolio/stories/images/soc_ipoteka_mini.jpg,Ипотека под 6% 
381,https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_1.jpg,Бизнес: арт-студия
327,https://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget.jpg,Аксессуары для смартфона
443,https://static2.tinkoff.ru/portfolio/stories/images/coffee-friends.jpg,Разделить счет
1174,https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png,
420,https://static2.tinkoff.ru/portfolio/stories/images/01-6-pravil-kreditki.jpg,6 правил кредитки
459,https://static2.tinkoff.ru/portfolio/stories/images/maraphon_1.jpg,Пробежать марафон
508,https://static2.tinkoff.ru/portfolio/stories/images/zahod_run_apps.jpg,Приложения для бега
806,https://static2.tinkoff.ru/portfolio/stories/images/flight_1.jpg,Мой рейс переполнен
844,https://static2.tinkoff.ru/portfolio/stories/images/wildmint_intro.jpg,Фестиваль «Дикая мята»
1557,https://static2.tinkoff.ru/portfolio/stories/images/mus280818-1.jpg,Концерты недели
317,https://static2.tinkoff.ru/portfolio/stories/images/no_ali.jpg,Не покупать на AliExpress
1309,https://static2.tinkoff.ru/portfolio/stories/icons/akcii_icon_19-07_zahod.png,Какие акции купить?
877,https://static2.tinkoff.ru/portfolio/stories/images/good_l_17-05_zahod.jpg,Распознать хорошего юриста
744,https://static2.tinkoff.ru/portfolio/stories/images/sd_karta_26-04_1.jpg,Проверьте себя
482,https://static2.tinkoff.ru/portfolio/stories/images/popolni-kartu-s-karty.jpg,Пополнение в один клик
582,https://static2.tinkoff.ru/portfolio/stories/images/invest_100k_26-03_zahod.jpg,Куда еще вложить 100к
944,https://static2.tinkoff.ru/portfolio/stories/images/musicfestssum0.jpg,Arma X и не только
1065,https://static2.tinkoff.ru/portfolio/stories/images/sokol1906_1.jpg,Сокольники летом
308,https://static2.tinkoff.ru/portfolio/stories/images/0-grace-joint.jpg,Покупки без процентов
293,https://static2.tinkoff.ru/portfolio/stories/images/vygoda_tinkoffblack_02.png,Выжать максимум из Tinkoff Black
323,https://static2.tinkoff.ru/portfolio/stories/images/0P7A1598.jpg,Бизнес: Кофейный островок
258,https://static2.tinkoff.ru/portfolio/stories/icons/valuta_icon.png,Валютные переводы
488,https://static2.tinkoff.ru/portfolio/stories/images/park_life_2018_1.jpg,Фестиваль Park Live
470,https://static2.tinkoff.ru/portfolio/stories/images/ETF_1.png,Вложить в Китай
808,https://static2.tinkoff.ru/portfolio/stories/images/sd_pasportstol_08-05_zahod.jpg,Проверьте себя
895,https://static2.tinkoff.ru/portfolio/stories/images/spb_museum0.jpg,Музеи Петербурга
940,https://static2.tinkoff.ru/portfolio/stories/icons/invest_icon.png,Лайфхак по инвестициям
1100,https://static2.tinkoff.ru/portfolio/stories/images/GK_zaem_1.jpg,Новые правила займов
1304,https://static2.tinkoff.ru/portfolio/stories/images/1304/1.jpg,Лучшие рестораны Киева
348,https://static2.tinkoff.ru/portfolio/stories/images/0-grace-joint.jpg,Покупки без процентов
319,https://static2.tinkoff.ru/portfolio/stories/images/371_cover.jpg,Узнать свой ИНН
298,https://static2.tinkoff.ru/portfolio/stories/images/354_cover_fixed.jpg,Зачем вам допкарта
382,https://static2.tinkoff.ru/portfolio/stories/images/finpodushka_1.jpg,Прожить без зарплаты
421,https://static2.tinkoff.ru/portfolio/stories/images/refinans_1.png,Что делать с ипотекой
1082,https://static2.tinkoff.ru/portfolio/stories/images/parisbobo1.jpg,Богемный Париж
458,https://static2.tinkoff.ru/portfolio/stories/images/kvartira_1.png,Получить квартиру 
196,https://static2.tinkoff.ru/portfolio/stories/images/342_cover.jpg,Лучшие рестораны Сочи
405,https://static2.tinkoff.ru/portfolio/stories/images/pekarnya_01.jpg,Бизнес: пекарня
394,https://static2.tinkoff.ru/portfolio/stories/images/aa_more_miles_11.jpg,Как копить мили
347,https://static2.tinkoff.ru/portfolio/stories/images/0-grace-joint.jpg,Покупки без процентов
532,https://static2.tinkoff.ru/portfolio/stories/images/zahod_regularnaya_plata_za_internet_22-03.jpg,Регулярный платеж за интернет
489,https://static2.tinkoff.ru/portfolio/stories/images/digest_kukuha_1.png,Во что поиграть 
559,https://static2.tinkoff.ru/portfolio/stories/images/ipoteka_20-03_1.jpg,Новинки Тинькофф Ипотеки
604,https://static2.tinkoff.ru/portfolio/stories/images/skritie_storiz_31-03.jpg,Что нового в Историях
941,https://static2.tinkoff.ru/portfolio/stories/icons/invest_icon.png,Лайфхак инвестиций
285,https://static2.tinkoff.ru/portfolio/stories/images/348_cover.jpg,Бронь ресторанов
428,https://static2.tinkoff.ru/portfolio/stories/images/pizza_00.jpg,Бизнес: пиццерия
423,https://static2.tinkoff.ru/portfolio/stories/images/favorite_1.png,Избранные платежи
445,https://static2.tinkoff.ru/portfolio/stories/images/prosto-platezh-bez-teksta.jpg,Как оплатить парковку
756,https://static2.tinkoff.ru/portfolio/stories/images/uyutik0105.jpg,Майские выходные дома
496,https://static2.tinkoff.ru/portfolio/stories/images/knigi_kriptovaluta.jpg,Книги про биткойн
586,https://static2.tinkoff.ru/portfolio/stories/images/frenchprovince00.jpg,Как у них: Франция
866,https://static2.tinkoff.ru/portfolio/stories/images/spb_view0.jpg,На что посмотреть в Петербурге
745,https://static2.tinkoff.ru/portfolio/stories/images/moshenniki_26-04_zahod.jpg,Вымогают деньги
352,https://static2.tinkoff.ru/portfolio/stories/images/sotka_1.jpg,Куда вложить 100 000 ₽
446,https://static2.tinkoff.ru/portfolio/stories/images/prosto-platezh-bez-teksta.jpg,Как оплатить парковку
475,https://static2.tinkoff.ru/portfolio/stories/images/barber1.jpg,Бизнес: барбершоп
587,https://static2.tinkoff.ru/portfolio/stories/images/Podpiski_na_knigi_05-04_zahod.jpg,Книги по подписке
1311,https://static2.tinkoff.ru/portfolio/stories/images/travel210718-2.jpg,Едете за границу?
809,https://static2.tinkoff.ru/portfolio/stories/images/rieltori_04-05_zahod.jpg,Риелтор для сделки
923,https://static2.tinkoff.ru/portfolio/stories/images/icecream1.jpg,Лучшее мороженое
846,https://static2.tinkoff.ru/portfolio/stories/images/notarius_15-05_zahod.jpg,Когда нужен нотариус
957,https://static2.tinkoff.ru/portfolio/stories/images/beatfilm_24-05_zahod.jpg,Гид по Beat Fest
491,https://static2.tinkoff.ru/portfolio/stories/images/foodcort_zahod.jpg,Фуд-корты Москвы
1083,https://static2.tinkoff.ru/portfolio/stories/images/parisview1.jpg,Лучшие виды на город
372,https://static2.tinkoff.ru/portfolio/stories/images/kids_card1.jpg,Детская карта
1312,https://static2.tinkoff.ru/portfolio/stories/images/1312/1.jpg,Бизнес: походы на байдарках
867,https://static2.tinkoff.ru/portfolio/stories/images/mus_night_spb0.jpg,Куда пойти на «Ночь в музее» 
879,https://static2.tinkoff.ru/portfolio/stories/images/kino2405_0.jpg,Что смотреть в кино
819,https://static2.tinkoff.ru/portfolio/stories/images/almaty_1205_cover.jpg,Как у них: Алма-Ата
837,https://static2.tinkoff.ru/portfolio/stories/images/PLATEZHI_26-04_zahod.jpg,Как выгоднее платить ипотеку?
847,https://static2.tinkoff.ru/portfolio/stories/images/creditka-zahod_15-05.jpg,Кредитка на 10% дешевле
537,https://static2.tinkoff.ru/portfolio/stories/images/skolko_investirovat_23-03_zahod.jpg,Деньги для инвестиций
1329,https://static2.tinkoff.ru/portfolio/stories/images/rassrochka-debit_03-07_1.jpg,Рассрочка в Тинькофф
896,https://static2.tinkoff.ru/portfolio/stories/images/msci_21-05_zahod.jpg,Индекс MSCI
912,https://static2.tinkoff.ru/portfolio/stories/images/taxi_24-05_zahod.jpg,Боюсь привязывать карту
1234,https://static2.tinkoff.ru/portfolio/stories/images/kredit_nal_09-07_1.jpg,Кредит наличными
924,https://static2.tinkoff.ru/portfolio/stories/images/artists4.jpg,Музыканты новой волны
958,https://static2.tinkoff.ru/portfolio/stories/images/chd_otguli_pechenka.png,Дали отгулы
1179,https://static2.tinkoff.ru/portfolio/stories/images/kredit-story-oshibki_02-06_1.jpg,Ошибки в кредитной истории
521,https://static2.tinkoff.ru/portfolio/stories/images/zahod_apple_pay_22-03.jpg,Подключить «Эпл-пэй»
